0-100, *, 51744, Educated, *, NonMarried, Exec-managerial, Single, Orient, Male, 0, 0, 50-100, *, >50k
0-100, *, 174907, Educated, *, NonMarried, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 187551, Educated, *, NonMarried, Adm-clerical, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 142227, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 278130, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 277700, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 90934, Educated, *, NonMarried, Sales, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 493034, Educated, *, NonMarried, Other-service, Single, Orient, Male, 13550, 0, 50-100, *, >50k
0-100, *, 24243, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 1590, 50-100, *, <=50k
0-100, *, 249046, Educated, *, NonMarried, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 111450, Educated, *, NonMarried, Transport-moving, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 118023, Educated, *, NonMarried, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 325744, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 206861, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 43475, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 330836, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 55424, Educated, *, NonMarried, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 22966, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 29810, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 108495, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 315476, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 33016, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 206827, Educated, *, NonMarried, Sales, In-Family, Occident, Female, 5060, 0, 0-50, *, <=50k
0-100, *, 206671, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 147253, Educated, *, NonMarried, Tech-support, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 99970, Educated, *, NonMarried, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 198148, Educated, *, NonMarried, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 653574, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 172047, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 241951, Educated, *, NonMarried, Handlers-cleaners, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 289909, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 213977, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 51973, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 283757, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 417668, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 202721, Educated, *, NonMarried, Adm-clerical, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 211968, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 38455, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 117959, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 4386, 0, 50-100, *, >50k
0-100, *, 312017, Educated, *, NonMarried, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 110371, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 241752, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 220944, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 38151, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 390867, Educated, *, NonMarried, Prof-specialty, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 81145, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 259351, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 228960, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 314823, Educated, *, NonMarried, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 100321, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 283092, Educated, *, NonMarried, Adm-clerical, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 216129, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 209770, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 117779, Educated, *, NonMarried, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 51799, Educated, *, Married, Adm-clerical, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 326587, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 124242, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 191269, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 106085, Educated, *, NonMarried, Other-service, In-Family, Orient, Male, 0, 1721, 0-50, *, <=50k
0-100, *, 346909, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 324637, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 161638, Educated, *, Married, Machine-op-inspct, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 321666, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 287988, Educated, *, NonMarried, Armed-Forces, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 500509, Educated, *, NonMarried, Other-service, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 211049, Educated, *, NonMarried, Tech-support, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 179203, Educated, *, NonMarried, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 180931, Educated, *, Married, Sales, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 349691, Educated, *, NonMarried, Sales, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 280960, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 130534, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 182163, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 229773, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 190290, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 336088, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 103064, Educated, *, NonMarried, Sales, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 197731, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
0-100, *, 309055, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 88126, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 82777, Educated, *, Married, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 179627, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 88095, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 317443, Educated, *, Married, Prof-specialty, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 201664, Educated, *, NonMarried, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 186495, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 161508, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 141003, Educated, *, NonMarried, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 321435, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 165474, Educated, *, NonMarried, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 60668, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 200295, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 107882, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 163595, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 192017, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 141113, Educated, *, Married, Sales, In-Family, Occident, Male, 2580, 0, 50-100, *, <=50k
0-100, *, 114230, Educated, *, NonMarried, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 247564, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 230248, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 387108, Educated, *, Married, Protective-serv, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 205865, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 86745, Educated, *, Married, Prof-specialty, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 169532, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 42401, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 150084, Educated, *, Married, Protective-serv, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 193416, Educated, *, NonMarried, Protective-serv, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 283918, Educated, *, Married, Adm-clerical, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 224716, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 148320, Educated, *, Married, Adm-clerical, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 197757, Educated, *, NonMarried, Prof-specialty, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 354351, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 82804, Educated, *, NonMarried, Handlers-cleaners, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 325596, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 249909, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 232841, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 163053, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 22201, Educated, *, Married, Protective-serv, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 89154, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 403671, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 140027, Educated, *, NonMarried, Machine-op-inspct, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 109869, Educated, *, NonMarried, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 211527, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 137591, Educated, *, NonMarried, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 157332, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 82847, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, >50k
0-100, *, 333505, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 186831, Educated, *, NonMarried, Exec-managerial, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 172146, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 1721, 50-100, *, <=50k
0-100, *, 137876, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 246207, Educated, *, NonMarried, Machine-op-inspct, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 556660, Educated, *, NonMarried, Exec-managerial, In-Family, Occident, Male, 4101, 0, 50-100, *, <=50k
0-100, *, 138938, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 121313, Educated, *, NonMarried, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 21154, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 198914, Educated, *, NonMarried, Sales, Single, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 278130, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 236769, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 225724, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 138768, Educated, *, NonMarried, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 103064, Educated, *, NonMarried, Tech-support, Single, Occident, Female, 3674, 0, 50-100, *, <=50k
0-100, *, 376393, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 267706, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 537222, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 211160, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 172496, Educated, *, NonMarried, Tech-support, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 258120, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 102323, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 113466, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 125905, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 34446, Educated, *, NonMarried, Tech-support, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 216867, Educated, *, NonMarried, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 223515, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 315303, Educated, *, NonMarried, Handlers-cleaners, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 170070, Educated, *, NonMarried, Tech-support, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 450695, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 289886, Educated, *, NonMarried, Other-service, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 190290, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 134787, Educated, *, NonMarried, Sales, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 219519, Educated, *, NonMarried, Adm-clerical, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 304463, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 217961, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 216181, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 192766, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 109053, Educated, *, NonMarried, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 176321, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 30656, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 222853, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 183410, Educated, *, NonMarried, Sales, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 229773, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 113936, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 163480, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 210781, Educated, *, NonMarried, Priv-house-serv, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 155150, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 213902, Educated, *, NonMarried, Priv-house-serv, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 248344, Educated, *, Married, Handlers-cleaners, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 283092, Educated, *, NonMarried, Craft-repair, Single, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 498349, Educated, *, NonMarried, Transport-moving, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 165201, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 194748, Educated, *, NonMarried, Transport-moving, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 216469, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 1579, 50-100, *, <=50k
0-100, *, 202570, Educated, *, NonMarried, Prof-specialty, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 196675, Educated, *, Married, Handlers-cleaners, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 233419, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 77665, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 236696, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 107801, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 103277, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 190143, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 310380, Educated, *, Married, Adm-clerical, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 314182, Educated, *, NonMarried, Transport-moving, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 385540, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 329852, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 175183, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 236696, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 194630, Educated, *, NonMarried, Tech-support, Single, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 388093, Educated, *, NonMarried, Exec-managerial, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 57711, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 0, 0, 0-50, *, >50k
0-100, *, 228772, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 493034, Educated, *, NonMarried, Prof-specialty, Single, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 196332, Educated, *, NonMarried, Other-service, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 275421, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 127647, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 83141, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 175586, Educated, *, NonMarried, Machine-op-inspct, Single, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 258730, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 95552, Educated, *, NonMarried, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 100605, Educated, *, NonMarried, Machine-op-inspct, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 275421, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 296045, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 2635, 0, 0-50, *, <=50k
0-100, *, 139989, Educated, *, NonMarried, Sales, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 403865, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 420779, Educated, *, Married, Farming-fishing, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
0-100, *, 155818, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 437666, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 2885, 0, 50-100, *, <=50k
0-100, *, 109307, Educated, *, NonMarried, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 128477, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 183594, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 102942, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 69640, Educated, *, NonMarried, Protective-serv, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 247075, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 220993, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 279472, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Female, 7298, 0, 50-100, *, >50k
0-100, *, 214014, Educated, *, NonMarried, Craft-repair, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
0-100, *, 116800, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 235894, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 235894, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
0-100, *, 73928, Educated, *, NonMarried, Adm-clerical, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
0-100, *, 200819, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 174461, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 103277, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 2597, 0, 50-100, *, <=50k
0-100, *, 83374, Educated, *, NonMarried, Prof-specialty, Single, Orient, Male, 0, 0, 0-50, *, >50k
0-100, *, 52262, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 170070, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 255474, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 278130, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 205844, Educated, *, NonMarried, Exec-managerial, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
0-100, *, 198259, Educated, *, NonMarried, Sales, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
0-100, *, 188925, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 117167, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 215243, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 204209, Educated, *, NonMarried, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
0-100, *, 227610, Educated, *, Married, Handlers-cleaners, Single, Occident, Female, 0, 0, 50-100, *, <=50k
0-100, *, 33088, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
