90, *, 51744, Educated, *, NonMarried, Exec-managerial, Single, Orient, Male, 0, 0, 50-100, *, >50k
26, *, 247025, Educated, *, NonMarried, Protective-serv, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 917220, Educated, *, NonMarried, Transport-moving, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
26, *, 239043, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 485117, Educated, *, NonMarried, Transport-moving, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 456618, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 2597, 0, 50-100, *, <=50k
26, *, 333108, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 51961, Educated, *, NonMarried, Adm-clerical, Single, Orient, Male, 0, 0, 0-50, *, <=50k
26, *, 151626, Educated, *, NonMarried, Prof-specialty, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 200681, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 59367, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 335533, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 242768, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 194352, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 202091, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 58371, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 106705, Educated, *, NonMarried, Handlers-cleaners, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
26, *, 211596, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 177035, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 152436, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 208122, Educated, *, Married, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 302603, Educated, *, NonMarried, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 195327, Educated, *, NonMarried, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 210714, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
26, *, 262656, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 284078, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 391349, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
26, *, 108542, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
26, *, 257405, Educated, *, NonMarried, Farming-fishing, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
26, *, 195555, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 183965, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 354784, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 256737, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 252284, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 291968, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 113571, Educated, *, NonMarried, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 132572, Educated, *, NonMarried, Adm-clerical, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
26, *, 523067, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 55860, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 213385, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 166295, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 202033, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
26, *, 35917, Educated, *, NonMarried, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 141824, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 259585, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 421561, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 102476, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Male, 10520, 0, 50-100, *, >50k
26, *, 275703, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 247025, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 345405, Educated, *, Married, Sales, In-Family, Occident, Male, 2885, 0, 50-100, *, <=50k
26, *, 207537, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 238367, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 189590, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 63577, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 236008, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 57512, Educated, *, NonMarried, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 109609, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 318644, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 253899, Educated, *, Married, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 223464, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 252565, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 265230, Educated, *, NonMarried, Prof-specialty, Single, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 164488, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 13550, 0, 50-100, *, >50k
26, *, 164488, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 1887, 50-100, *, >50k
26, *, 255193, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 3411, 0, 50-100, *, <=50k
26, *, 169121, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
26, *, 226288, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 285004, Educated, *, NonMarried, Exec-managerial, Single, Orient, Male, 0, 0, 0-50, *, <=50k
26, *, 322614, Educated, *, Married, Machine-op-inspct, Single, Occident, Male, 0, 1719, 50-100, *, <=50k
26, *, 199600, Educated, *, NonMarried, Sales, Single, Orient, Male, 0, 0, 50-100, *, <=50k
26, *, 106812, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 164737, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 141838, Educated, *, Married, Exec-managerial, In-Family, Orient, Male, 0, 0, 50-100, *, >50k
26, *, 276967, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 213081, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 212304, Educated, *, NonMarried, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 274724, Educated, *, NonMarried, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 339952, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 335998, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 282142, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 109240, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 381618, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 266022, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 322547, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 150226, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 149734, Educated, *, Married, Craft-repair, Single, Orient, Female, 0, 1594, 50-100, *, <=50k
26, *, 202560, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 371556, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 190350, Educated, *, NonMarried, Prof-specialty, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
26, *, 162312, Educated, *, NonMarried, Adm-clerical, Single, Orient, Male, 0, 0, 0-50, *, <=50k
26, *, 45869, Educated, *, NonMarried, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 201930, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 142506, Educated, *, NonMarried, Prof-specialty, Single, Orient, Female, 0, 0, 0-50, *, <=50k
26, *, 105787, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 137367, Educated, *, NonMarried, Handlers-cleaners, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
26, *, 67257, Educated, *, Married, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 190027, Educated, *, Married, Handlers-cleaners, Single, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 202286, Educated, *, NonMarried, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 158810, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 187891, Educated, *, NonMarried, Adm-clerical, Single, Orient, Male, 0, 0, 50-100, *, <=50k
26, *, 211435, Educated, *, NonMarried, Machine-op-inspct, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 48718, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 2907, 0, 50-100, *, <=50k
26, *, 130931, Educated, *, NonMarried, Adm-clerical, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 337867, Educated, *, NonMarried, Prof-specialty, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 104614, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 456618, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 154966, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 248990, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
26, *, 281678, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 261278, Educated, *, Married, Sales, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
26, *, 73392, Educated, *, NonMarried, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 89648, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 218782, Educated, *, Married, Adm-clerical, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
26, *, 36936, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 2002, 50-100, *, <=50k
26, *, 116991, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
26, *, 102106, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 233933, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 109570, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 248612, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, >50k
26, *, 102420, Educated, *, NonMarried, Sales, Single, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 22328, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
26, *, 190330, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 84619, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
26, *, 314798, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 388812, Educated, *, NonMarried, Sales, Single, Orient, Male, 0, 0, 0-50, *, <=50k
26, *, 154785, Educated, *, Married, Adm-clerical, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
26, *, 104045, Educated, *, NonMarried, Other-service, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 89389, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 276309, Educated, *, NonMarried, Handlers-cleaners, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
26, *, 396482, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 154093, Educated, *, NonMarried, Transport-moving, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
26, *, 258768, Educated, *, NonMarried, Transport-moving, Single, Orient, Male, 2174, 0, 50-100, *, <=50k
26, *, 120238, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 3325, 0, 50-100, *, <=50k
26, *, 39014, Educated, *, Married, Priv-house-serv, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 35917, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 161007, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 375980, Educated, *, Married, Sales, Single, Orient, Female, 0, 0, 0-50, *, <=50k
26, *, 206721, Educated, *, NonMarried, Protective-serv, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 117833, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 4865, 0, 0-50, *, <=50k
26, *, 189238, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 102264, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 292692, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 132749, Educated, *, NonMarried, Other-service, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 167848, Educated, *, NonMarried, Machine-op-inspct, Single, Orient, Male, 0, 0, 50-100, *, <=50k
26, *, 181597, Educated, *, Married, Machine-op-inspct, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
26, *, 187652, Educated, *, NonMarried, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 34965, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 146343, Educated, *, Married, Sales, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 105516, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 36201, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 213451, Educated, *, NonMarried, Other-service, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
26, *, 86483, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 212748, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 104746, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 5013, 0, 50-100, *, <=50k
26, *, 557236, Educated, *, NonMarried, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 324854, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, >50k
26, *, 386949, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 220656, Educated, *, NonMarried, Prof-specialty, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
26, *, 148298, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 55929, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 270151, Educated, *, NonMarried, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 133373, Educated, *, NonMarried, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 112754, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
26, *, 136309, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 352768, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 213799, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 135645, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 359543, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 287797, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 165510, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 267431, Educated, *, NonMarried, Sales, In-Family, Orient, Female, 0, 0, 0-50, *, <=50k
26, *, 82246, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 1876, 0-50, *, <=50k
26, *, 43408, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 105787, Educated, *, NonMarried, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 159603, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 60722, Educated, *, NonMarried, Prof-specialty, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 201138, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 365289, Educated, *, Married, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 142081, Educated, *, Married, Other-service, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 236242, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 247025, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 108019, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 3325, 0, 50-100, *, <=50k
26, *, 250066, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 202203, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 170786, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 137658, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 260614, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 34803, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 203492, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 180886, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
26, *, 150361, Educated, *, NonMarried, Tech-support, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 128553, Educated, *, NonMarried, Exec-managerial, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 50053, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 93806, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 34110, Educated, *, NonMarried, Protective-serv, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 340787, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 272669, Educated, *, NonMarried, Sales, Single, Orient, Male, 0, 0, 0-50, *, <=50k
26, *, 227858, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 284343, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 27834, Educated, *, NonMarried, Protective-serv, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 165673, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 238367, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 167350, Educated, *, NonMarried, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 224361, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 305304, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 190469, Educated, *, NonMarried, Tech-support, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 58426, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 163189, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 28443, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 122206, Educated, *, NonMarried, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 358124, Educated, *, NonMarried, Other-service, In-Family, Orient, Female, 0, 0, 50-100, *, <=50k
26, *, 360252, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 98155, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 34112, Educated, *, NonMarried, Other-service, Single, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 318934, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
26, *, 123384, Educated, *, NonMarried, Other-service, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 192302, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
26, *, 169101, Educated, *, NonMarried, Tech-support, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
26, *, 276075, Educated, *, Married, Adm-clerical, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
26, *, 115717, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 2051, 50-100, *, <=50k
26, *, 242464, Educated, *, Married, Protective-serv, In-Family, Occident, Male, 3103, 0, 50-100, *, >50k
25, *, 262778, Educated, *, NonMarried, Sales, Single, Occident, Female, 6849, 0, 50-100, *, <=50k
25, *, 194352, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
25, *, 212800, Educated, *, NonMarried, Sales, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
25, *, 344991, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
25, *, 362826, Educated, *, NonMarried, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
25, *, 36984, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
25, *, 38488, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
25, *, 632834, Educated, *, NonMarried, Craft-repair, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
25, *, 298225, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
25, *, 212311, Educated, *, NonMarried, Adm-clerical, Single, Orient, Female, 0, 0, 50-100, *, <=50k

25, *, 130397, Educated, *, NonMarried, Farming-fishing, Single, Occident, Male, 0, 0, 50-100, *, <=50k
25, *, 374163, Educated, *, Married, Farming-fishing, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
25, *, 139012, Educated, *, NonMarried, Sales, In-Family, Orient, Male, 2174, 0, 50-100, *, <=50k
25, *, 134821, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
25, *, 38090, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
25, *, 198870, Educated, *, NonMarried, Adm-clerical, In-Family, Orient, Male, 0, 0, 0-50, *, <=50k
25, *, 245628, Educated, *, NonMarried, Tech-support, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
25, *, 248313, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
25, *, 179462, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
25, *, 212793, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, >50k
25, *, 390657, Educated, *, NonMarried, Other-service, Single, Orient, Male, 0, 0, 50-100, *, <=50k
25, *, 187577, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
25, *, 114838, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 0-50, *, <=50k
25, *, 189897, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
25, *, 454934, Educated, *, NonMarried, Sales, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
25, *, 178478, Educated, *, NonMarried, Tech-support, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
25, *, 28520, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
25, *, 178421, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
25, *, 299908, Educated, *, Married, Exec-managerial, In-Family, Orient, Female, 0, 0, 50-100, *, >50k
25, *, 95691, Educated, *, NonMarried, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
25, *, 123095, Educated, *, NonMarried, Adm-clerical, In-Family, Occident, Male, 0, 1590, 50-100, *, <=50k
25, *, 313930, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
25, *, 306352, Educated, *, Married, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
